year,samp_grp,district,bed_name,cpue,rnd_biomass,se,cv,l95,u95
2018,1,YAK,YAK2,18.521587164680366,1456.4681586785964,180.09322845656166,0.12365064583351693,1144.0538316395637,1854.195526974941
2018,1,YAK,YAK3,6.9248606494345335,1153.5148258055356,181.3794008283288,0.15724063251780565,849.1681091610017,1566.941149812887
2018,2,EKI,EK1,0.013411703004936645,1.3176337005392111,0.5547313257744066,0.4210057207457548,0.5969574105972737,2.908345784768091
2018,2,KAM,KAMN,0.05822844018640897,5.256974214065355,1.764698932889765,0.33568719590980783,2.770677470888268,9.974375645566619
2018,2,KAM,KAMS,0.5288252149928182,36.00444603728448,11.700871456541032,0.32498407125676004,19.34808093542971,66.99993341861321
2018,2,KSH,KSH1,5.151660652280504,725.2977182565916,190.97754493150651,0.26330917652762226,436.64498921609436,1204.7699918706135
2018,2,YAK,YAK1,2.1370477555848524,113.99664527855056,32.07013751988526,0.2813252744545416,66.36947562286264,195.80138328360013
2018,2,YAK,YAK2,2.9831470355882312,234.58349607727507,41.744028539521445,0.17794955415691469,165.95973754541492,331.5829335821775
2018,2,YAK,YAK3,0.5854659452864496,97.52451090078165,17.114054210678976,0.17548464537382066,69.32173774794664,137.20126666499212
2019,1,KAM,KAMN,5.7413960794890695,518.3441467088242,91.3047838887136,0.1761470337196715,367.9787498731117,730.152636585528
2019,1,WKI,WK1,17.7664798803373,864.8368852798579,317.65355227623024,0.3672988024480926,430.64657865191816,1736.7903873331622
2019,1,YAK,EK1,5.42872575672539,181.14843541329117,31.635664080787624,0.17463945525453023,128.97145401806756,254.43425370769498
2019,1,YAK,YAK3,11.721584204680108,1952.5333211045313,338.44476508063667,0.17333623012854982,1393.613271703839,2735.6128471440625
2019,1,YAK,YAK4,10.355255844687134,1310.568635487812,156.63693327238062,0.11951829841714331,1037.7297598696016,1655.1420367285343
2019,1,YAK,YAK5,6.322351341291778,346.9314430317768,77.80147160970614,0.22425604012657915,224.74489265551549,535.5468804739362
2019,2,KAM,KAMN,0.5227383638897737,47.193812694860156,30.25338032521561,0.641045480279886,14.943344874033327,149.04668101100913
2019,2,WKI,WK1,1.0727325662011378,52.21848658486465,22.548189956377477,0.43180473872471425,23.21979760476278,117.43299350095894
2019,2,YAK,EK1,0.053466361060230456,1.7840922690382999,0.534789318845285,0.299754294173114,1.0039908866631895,3.170332785610265
2019,2,YAK,YAK3,0.9904143212967406,164.97914703875054,49.65908047336229,0.3010021652112087,92.62874656356827,293.84095075662833
2019,2,YAK,YAK4,1.2435083278772403,157.3793093021396,34.19134047709343,0.21725435591696676,103.31064489191182,239.7453526917014
2019,2,YAK,YAK5,0.5186982753647713,28.46294542271139,11.905233600011563,0.41827131462339945,12.956586263746228,62.52721555237852
2020,1,KNE,KNE1,5.693131558495936,236.8456590965479,74.95465335764797,0.3164704544029385,129.26541731688394,433.95880659529837
2020,1,KNE,KNE2,0.7592191013630726,89.63387782276719,43.29181748889942,0.4829849889402331,36.534187178491855,219.90997129057826
2020,1,KNE,KNE3,1.8753416697263128,184.26936590638803,84.84659764152173,0.4604487415701275,78.01785720891975,435.2234273829843
2020,1,KNE,KNE4,0.1249531444971096,2.6011870949396796,2.2061935466208427,0.848148735980102,0.6145099223032243,11.010683566378646
2020,1,KNE,KNE5,15.159609269881097,334.2542247916083,140.90618708556468,0.4215539449753044,151.2907887205754,738.4843964121948
2020,1,KNE,KNE6,12.124723488721342,346.7940086635753,131.1516994234224,0.37818329079223684,169.37592672987586,710.0541781049836
2020,1,KSH,KSH1,25.963918539764467,3655.436983325939,665.6557651516094,0.18210018889340976,2565.6353900645067,5208.15217579731
2020,2,KNE,KNE1,0.7445487517892885,30.974717171937975,7.430543532108416,0.23989060144963106,19.48309547292973,49.24438753660106
2020,2,KNE,KNE2,0.21997624934099155,25.970532382472054,5.443168900673453,0.20959019324329056,17.29768798140127,38.99183248964995
2020,2,KNE,KNE3,1.065018063806683,104.64770578320662,52.355538299126735,0.5003027816738674,41.43934640541906,264.2691855838848
2020,2,KNE,KNE4,0.08179647057167215,1.7027816668316706,0.8463992316106148,0.4970685602843562,0.6779148650474763,4.277034705080534
2020,2,KNE,KNE5,4.083299205568703,90.03266418358433,35.21297152438464,0.3911132903118625,42.97858504061201,188.6027800202015
2020,2,KNE,KNE6,4.065220974459047,116.27434466009204,30.04815301039074,0.25842461721226057,70.6405268065168,191.3876330957181
2020,2,KSH,KSH1,2.797256421168732,393.8232419781309,68.02997197595836,0.1727423999514383,281.4100399568468,551.1414800479364
2021,1,EKI,EK1,7.0620265143814684,693.8092892472633,127.95984130262903,0.18443085626809191,484.7974735643358,992.9328350386124
2021,1,WKI,WK1,25.554523504267802,1243.9433506859832,367.67193259733403,0.29556967557612507,705.4331308402757,2193.5389650223738
2021,1,YAK,EK1,6.126376487022324,204.42799380720442,28.483875257620237,0.13933451445247425,155.77799341430534,268.27155579602356
2021,1,YAK,YAK1,27.00140480577092,1440.3372866244786,154.67481569781728,0.10738791332709818,1167.6580367905183,1776.694403562736
2021,1,YAK,YAK2,17.93930995065554,1410.6800621072368,207.43204594362345,0.14704400488496797,1059.0852480896392,1878.9972206830757
2021,1,YAK,YAK3,7.834814522382295,1305.0912020507558,476.59094458492757,0.36517826787586655,652.3349345724985,2611.025342045347
2021,1,YAK,YAK4,4.485567706175278,567.6966785022917,133.19325981929205,0.2346204669907266,360.63903818830755,893.63458931547
2021,1,YAK,YAK5,3.838576491447378,210.63727867638514,54.55137000092868,0.25898250463413586,127.83590873656642,347.07042494314436
2021,2,EKI,EK1,0.18155053015975867,17.8364445440826,4.669429333367695,0.26179148662880913,10.768357229267277,29.54385215875508
2021,2,WKI,WK1,1.5246315271419109,74.21602872452921,26.657744109602156,0.35919119586078685,37.49516303517002,146.89945245667255
2021,2,YAK,EK1,0.12742951836687375,4.252131883625026,1.2088827069461876,0.284300379205452,2.462024078690813,7.343805331650096
2021,2,YAK,YAK1,4.124550237241327,220.01608953267598,43.91272753485353,0.19958871020808583,149.35421956547145,324.1092203091764
2021,2,YAK,YAK2,2.3393174146762097,183.9551490498321,38.210140519698435,0.20771443863932065,122.96051211646292,275.2062127871965
2021,2,YAK,YAK3,0.9253552484938916,154.14187408404118,119.57606274828879,0.7757532692452771,40.14748414595772,591.8108656512832
2021,2,YAK,YAK4,0.6214446277520937,78.65047952843697,17.75072057219186,0.2256911932211918,50.812465359020976,121.73977165535962
2021,2,YAK,YAK5,0.22095300773448462,12.124531155820563,4.294809563269534,0.3542247950105474,6.180276850422042,23.786030837506058
2022,1,KAM,KAMN,7.821117256072732,706.1053260010327,149.74231101916135,0.21206795290330716,468.0962753714355,1065.1328746664271
2022,1,KNE,KNE1,4.633607632928327,192.76734474508424,61.50075193545698,0.31904133979116456,104.71621365717431,354.8566922188779
2022,1,KNE,KNE2,1.4905983887530592,175.9809699471872,75.61637084935067,0.42968493054699913,78.53965579787088,394.31420304737753
2022,1,KNE,KNE3,9.53593409743628,936.9922067140602,528.4343146915852,0.5639687405135978,334.5123994342627,2624.579528076408
2022,1,KNE,KNE5,9.523183333328385,209.97666931655755,139.23960750134887,0.6631194215745627,64.3118753260373,685.5685895296014
2022,1,KNE,KNE6,39.914082907293086,1141.6313804126364,424.16563344856735,0.37154342524752165,564.1947421843201,2310.0573459741167
2022,1,KSH,KSH1,32.133601173837754,4524.061110359572,927.1425464174408,0.20493590245595766,3040.007054229237,6732.592577965947
2022,2,KAM,KAMN,2.119732683301006,191.3734941405131,53.27076085270568,0.2783601830125567,112.03237888447315,326.9038346254806
2022,2,KNE,KNE1,1.109007660916149,46.13693670943363,18.99463209889966,0.41170119764400886,21.243516934951433,100.2007782161589
2022,2,KNE,KNE2,0.9577308583363036,113.07029892831616,24.300666170970686,0.214916440491386,74.5536951359287,171.48569868239184
2022,2,KNE,KNE3,0.08998473617508163,8.8418182904536,4.894617740681764,0.5535759252105894,3.2095521138951075,24.357838074335998
2022,2,KNE,KNE5,0.8375318162276916,18.46673901600437,4.085498550030998,0.22123551681161804,12.031393154898142,28.34421961735862
2022,2,KNE,KNE6,2.262529285179781,64.71336037115483,17.893041472755474,0.276496868191241,38.01510410735916,110.16197663697187
2022,2,KSH,KSH1,5.141187566427818,723.8232218204383,144.30231645346112,0.19936126957979633,491.56798618144654,1065.814030153565
2023,1,EKI,EK1,5.9572143677811065,585.2669425676605,116.90435912086531,0.19974536509440807,397.1801646827739,862.4232137475454
2023,1,WKI,WK1,20.389002715524988,992.4960780763525,293.512702197962,0.2957318509175833,562.6708189107496,1750.665632356507
2023,1,YAK,YAK1,24.04730323537767,1282.7564988499128,233.39513489474882,0.1819481211781075,900.588048204141,1827.0997917670568
2023,1,YAK,YAK2,30.176596176764782,2372.97436110512,380.33424117157887,0.16027743384233326,1736.706154127923,3242.3489172754325
2023,1,YAK,YAK3,5.21804837058582,869.201051393383,127.90258149059947,0.14714959362458632,652.4303946367954,1157.9939775245314
2023,1,YAK,YAK4,15.231774828574881,1927.7443891823136,366.163271893681,0.1899438919124519,1332.896566204086,2788.062122935117
2023,1,YAK,YAK5,10.091720611880984,553.7710585122347,210.3787264172338,0.37990198870709996,269.6416636710396,1137.2959989591452
2023,2,EKI,EK1,0.11596096918306631,11.392593534658193,1.9588984816557342,0.17194491102455595,8.15314105858163,15.919163732525305
2023,2,WKI,WK1,1.7839674531961134,86.83998552635494,39.4903043153284,0.45474793755399173,37.12543374466881,203.1271375327822
2023,2,YAK,YAK1,0.6972362263489857,37.19270688394526,7.52347327760109,0.20228356330925457,25.118515094960706,55.070828833850435
2023,2,YAK,YAK2,0.7424985767642454,58.38730370707739,16.585652627497392,0.28406265702396133,33.82165985034445,100.7956809117922
2023,2,YAK,YAK3,0.013659317149912042,2.275312911038862,0.8500614708148497,0.3736020073066472,1.1203511749621355,4.620916154539766
2023,2,YAK,YAK4,1.3044158725643233,165.087812011169,41.81780749938117,0.25330644939768165,101.26041495060919,269.1474816484654
2023,2,YAK,YAK5,0.12626149058359934,6.928447781986314,2.7916847999387135,0.4029307700343765,3.2394446621794155,14.818400582097187
